train_noise,depth,mlp_ratio,embed_dim,num_heads,params,epochs,test_noise,accuracy
0.1,2,1.0,192,3,470602,30,0.0,57.94
0.15,2,1.0,192,3,470602,30,0.0,52.59
0.2,2,1.0,192,3,470602,30,0.0,47.47
0.25,2,1.0,192,3,470602,30,0.0,44.2
0.3,2,1.0,192,3,470602,30,0.0,44.68
0.35,2,1.0,192,3,470602,30,0.0,45.33
0.4,2,1.0,192,3,470602,30,0.0,44.68
0.45,2,1.0,192,3,470602,30,0.0,42.64
0.0,2,1.5,192,3,544522,30,0.0,71.63
0.05,2,1.5,192,3,544522,30,0.0,67.53
0.1,2,1.5,192,3,544522,30,0.0,57.2
0.15,2,1.5,192,3,544522,30,0.0,53.45
0.2,2,1.5,192,3,544522,30,0.0,45.16
0.25,2,1.5,192,3,544522,30,0.0,46.57
0.3,2,1.5,192,3,544522,30,0.0,44.5
0.35,2,1.5,192,3,544522,30,0.0,45.71
0.4,2,1.5,192,3,544522,30,0.0,44.89
0.45,2,1.5,192,3,544522,30,0.0,42.64
0.0,2,2.0,192,3,618442,30,0.0,71.31
0.05,2,2.0,192,3,618442,30,0.0,67.49
0.1,2,2.0,192,3,618442,30,0.0,59.52
0.15,2,2.0,192,3,618442,30,0.0,52.02
0.2,2,2.0,192,3,618442,30,0.0,47.06
0.25,2,2.0,192,3,618442,30,0.0,47.9
0.3,2,2.0,192,3,618442,30,0.0,46.84
0.35,2,2.0,192,3,618442,30,0.0,45.08
0.4,2,2.0,192,3,618442,30,0.0,46.41
0.45,2,2.0,192,3,618442,30,0.0,45.19
0.0,2,2.5,192,3,692362,30,0.0,71.38
0.05,2,2.5,192,3,692362,30,0.0,69.98
0.1,2,2.5,192,3,692362,30,0.0,59.71
0.15,2,2.5,192,3,692362,30,0.0,53.24
0.2,2,2.5,192,3,692362,30,0.0,48.67
0.25,2,2.5,192,3,692362,30,0.0,44.55
0.3,2,2.5,192,3,692362,30,0.0,44.74
0.35,2,2.5,192,3,692362,30,0.0,45.05
0.4,2,2.5,192,3,692362,30,0.0,45.06
0.45,2,2.5,192,3,692362,30,0.0,43.94
0.0,2,3.0,192,3,766282,30,0.0,68.81
0.05,2,3.0,192,3,766282,30,0.0,68.53
0.1,2,3.0,192,3,766282,30,0.0,59.97
0.15,2,3.0,192,3,766282,30,0.0,50.67
0.2,2,3.0,192,3,766282,30,0.0,47.6
0.25,2,3.0,192,3,766282,30,0.0,48.45
0.3,2,3.0,192,3,766282,30,0.0,47.76
0.35,2,3.0,192,3,766282,30,0.0,45.2
0.4,2,3.0,192,3,766282,30,0.0,43.84
0.45,2,3.0,192,3,766282,30,0.0,42.77
0.0,2,3.5,192,3,840202,30,0.0,73.87
0.05,2,3.5,192,3,840202,30,0.0,68.43
0.1,2,3.5,192,3,840202,30,0.0,59.92
0.15,2,3.5,192,3,840202,30,0.0,53.15
0.2,2,3.5,192,3,840202,30,0.0,51.04
0.25,2,3.5,192,3,840202,30,0.0,45.26
0.3,2,3.5,192,3,840202,30,0.0,44.05
0.35,2,3.5,192,3,840202,30,0.0,46.85
0.4,2,3.5,192,3,840202,30,0.0,43.93
0.45,2,3.5,192,3,840202,30,0.0,44.03
0.0,2,4.0,192,3,914122,30,0.0,71.22
0.05,2,4.0,192,3,914122,30,0.0,67.43
0.1,2,4.0,192,3,914122,30,0.0,60.51
0.15,2,4.0,192,3,914122,30,0.0,53.11
0.2,2,4.0,192,3,914122,30,0.0,47.7
0.25,2,4.0,192,3,914122,30,0.0,48.86
0.3,2,4.0,192,3,914122,30,0.0,44.55
0.35,2,4.0,192,3,914122,30,0.0,46.58
0.4,2,4.0,192,3,914122,30,0.0,43.16
0.45,2,4.0,192,3,914122,30,0.0,45.03
0.0,2,4.5,192,3,988042,30,0.0,72.07
0.05,2,4.5,192,3,988042,30,0.0,65.49
0.1,2,4.5,192,3,988042,30,0.0,58.92
0.15,2,4.5,192,3,988042,30,0.0,54.63
0.2,2,4.5,192,3,988042,30,0.0,48.93
0.25,2,4.5,192,3,988042,30,0.0,47.19
0.3,2,4.5,192,3,988042,30,0.0,43.13
0.35,2,4.5,192,3,988042,30,0.0,43.59
0.4,2,4.5,192,3,988042,30,0.0,44.05
0.45,2,4.5,192,3,988042,30,0.0,44.09
0.0,2,5.0,192,3,1061962,30,0.0,72.64
0.05,2,5.0,192,3,1061962,30,0.0,68.98
0.1,2,5.0,192,3,1061962,30,0.0,57.57
0.15,2,5.0,192,3,1061962,30,0.0,55.03
0.2,2,5.0,192,3,1061962,30,0.0,47.22
0.25,2,5.0,192,3,1061962,30,0.0,48.3
0.3,2,5.0,192,3,1061962,30,0.0,45.0
0.35,2,5.0,192,3,1061962,30,0.0,44.12
0.4,2,5.0,192,3,1061962,30,0.0,43.9
0.45,2,5.0,192,3,1061962,30,0.0,42.74
0.0,2,5.5,192,3,1135882,30,0.0,66.0
0.05,2,5.5,192,3,1135882,30,0.0,67.87
0.1,2,5.5,192,3,1135882,30,0.0,58.86
0.15,2,5.5,192,3,1135882,30,0.0,48.91
0.2,2,5.5,192,3,1135882,30,0.0,44.62
0.25,2,5.5,192,3,1135882,30,0.0,46.62
0.3,2,5.5,192,3,1135882,30,0.0,41.74
0.35,2,5.5,192,3,1135882,30,0.0,47.83
0.4,2,5.5,192,3,1135882,30,0.0,43.74
0.45,2,5.5,192,3,1135882,30,0.0,43.21
0.0,2,6.0,192,3,1209802,30,0.0,68.42
0.05,2,6.0,192,3,1209802,30,0.0,64.62
0.1,2,6.0,192,3,1209802,30,0.0,58.27
0.15,2,6.0,192,3,1209802,30,0.0,50.72
0.2,2,6.0,192,3,1209802,30,0.0,47.25
0.25,2,6.0,192,3,1209802,30,0.0,46.98
0.3,2,6.0,192,3,1209802,30,0.0,43.32
0.35,2,6.0,192,3,1209802,30,0.0,44.51
0.4,2,6.0,192,3,1209802,30,0.0,44.85
0.45,2,6.0,192,3,1209802,30,0.0,43.02
0.0,4,0.5,192,3,768970,30,0.0,74.07
0.05,4,0.5,192,3,768970,30,0.0,72.43
0.1,4,0.5,192,3,768970,30,0.0,64.42
0.15,4,0.5,192,3,768970,30,0.0,59.4
0.2,4,0.5,192,3,768970,30,0.0,55.26
0.25,4,0.5,192,3,768970,30,0.0,51.44
0.3,4,0.5,192,3,768970,30,0.0,50.64
0.35,4,0.5,192,3,768970,30,0.0,48.93
0.4,4,0.5,192,3,768970,30,0.0,48.97
0.45,4,0.5,192,3,768970,30,0.0,48.42
0.0,4,1.0,192,3,916810,30,0.0,76.88
0.05,4,1.0,192,3,916810,30,0.0,74.05
0.1,4,1.0,192,3,916810,30,0.0,66.1
0.15,4,1.0,192,3,916810,30,0.0,60.97
0.2,4,1.0,192,3,916810,30,0.0,53.23
0.25,4,1.0,192,3,916810,30,0.0,51.67
0.3,4,1.0,192,3,916810,30,0.0,50.45
0.35,4,1.0,192,3,916810,30,0.0,47.07
0.4,4,1.0,192,3,916810,30,0.0,48.39
0.45,4,1.0,192,3,916810,30,0.0,48.7
0.0,4,1.5,192,3,1064650,30,0.0,76.37
0.05,4,1.5,192,3,1064650,30,0.0,72.56
0.1,4,1.5,192,3,1064650,30,0.0,66.32
0.15,4,1.5,192,3,1064650,30,0.0,60.6
0.2,4,1.5,192,3,1064650,30,0.0,55.29
0.25,4,1.5,192,3,1064650,30,0.0,53.46
0.3,4,1.5,192,3,1064650,30,0.0,51.1
0.35,4,1.5,192,3,1064650,30,0.0,48.67
0.4,4,1.5,192,3,1064650,30,0.0,47.59
0.45,4,1.5,192,3,1064650,30,0.0,46.42
0.0,4,2.0,192,3,1212490,30,0.0,77.87
0.05,4,2.0,192,3,1212490,30,0.0,72.95
0.1,4,2.0,192,3,1212490,30,0.0,65.75
0.15,4,2.0,192,3,1212490,30,0.0,59.42
0.2,4,2.0,192,3,1212490,30,0.0,56.12
0.25,4,2.0,192,3,1212490,30,0.0,53.08
0.3,4,2.0,192,3,1212490,30,0.0,49.23
0.35,4,2.0,192,3,1212490,30,0.0,48.57
0.4,4,2.0,192,3,1212490,30,0.0,49.25
0.45,4,2.0,192,3,1212490,30,0.0,47.45
0.0,4,2.5,192,3,1360330,30,0.0,78.27
0.05,4,2.5,192,3,1360330,30,0.0,73.72
0.1,4,2.5,192,3,1360330,30,0.0,66.81
0.15,4,2.5,192,3,1360330,30,0.0,55.53
0.2,4,2.5,192,3,1360330,30,0.0,54.74
0.25,4,2.5,192,3,1360330,30,0.0,51.15
0.3,4,2.5,192,3,1360330,30,0.0,51.37
0.35,4,2.5,192,3,1360330,30,0.0,48.71
0.4,4,2.5,192,3,1360330,30,0.0,48.26
0.45,4,2.5,192,3,1360330,30,0.0,46.68
0.0,4,3.0,192,3,1508170,30,0.0,77.33
0.05,4,3.0,192,3,1508170,30,0.0,74.0
0.1,4,3.0,192,3,1508170,30,0.0,64.78
0.15,4,3.0,192,3,1508170,30,0.0,58.64
0.2,4,3.0,192,3,1508170,30,0.0,53.67
0.25,4,3.0,192,3,1508170,30,0.0,51.81
0.3,4,3.0,192,3,1508170,30,0.0,50.94
0.35,4,3.0,192,3,1508170,30,0.0,48.62
0.4,4,3.0,192,3,1508170,30,0.0,47.04
0.45,4,3.0,192,3,1508170,30,0.0,44.5
0.0,4,3.5,192,3,1656010,30,0.0,74.0
0.05,4,3.5,192,3,1656010,30,0.0,74.73
0.1,4,3.5,192,3,1656010,30,0.0,63.87
0.15,4,3.5,192,3,1656010,30,0.0,59.19
0.2,4,3.5,192,3,1656010,30,0.0,50.55
0.25,4,3.5,192,3,1656010,30,0.0,50.1
0.3,4,3.5,192,3,1656010,30,0.0,49.63
0.35,4,3.5,192,3,1656010,30,0.0,48.2
0.4,4,3.5,192,3,1656010,30,0.0,47.36
0.45,4,3.5,192,3,1656010,30,0.0,45.16
0.0,4,4.0,192,3,1803850,30,0.0,77.61
0.05,4,4.0,192,3,1803850,30,0.0,68.64
0.1,4,4.0,192,3,1803850,30,0.0,59.59
0.15,4,4.0,192,3,1803850,30,0.0,55.86
0.2,4,4.0,192,3,1803850,30,0.0,51.65
0.25,4,4.0,192,3,1803850,30,0.0,47.65
0.3,4,4.0,192,3,1803850,30,0.0,48.67
0.35,4,4.0,192,3,1803850,30,0.0,47.85
0.4,4,4.0,192,3,1803850,30,0.0,46.99
0.45,4,4.0,192,3,1803850,30,0.0,46.03
0.0,4,4.5,192,3,1951690,30,0.0,78.25
0.05,4,4.5,192,3,1951690,30,0.0,70.22
0.1,4,4.5,192,3,1951690,30,0.0,64.3
0.15,4,4.5,192,3,1951690,30,0.0,55.7
0.2,4,4.5,192,3,1951690,30,0.0,50.84
0.25,4,4.5,192,3,1951690,30,0.0,48.32
0.3,4,4.5,192,3,1951690,30,0.0,49.39
0.35,4,4.5,192,3,1951690,30,0.0,47.25
0.4,4,4.5,192,3,1951690,30,0.0,44.62
0.45,4,4.5,192,3,1951690,30,0.0,45.98
0.0,4,5.0,192,3,2099530,30,0.0,75.27
0.05,4,5.0,192,3,2099530,30,0.0,73.99
0.1,4,5.0,192,3,2099530,30,0.0,60.44
0.15,4,5.0,192,3,2099530,30,0.0,51.02
0.2,4,5.0,192,3,2099530,30,0.0,48.88
0.25,4,5.0,192,3,2099530,30,0.0,50.18
0.3,4,5.0,192,3,2099530,30,0.0,45.96
0.35,4,5.0,192,3,2099530,30,0.0,48.07
0.4,4,5.0,192,3,2099530,30,0.0,43.94
0.45,4,5.0,192,3,2099530,30,0.0,44.55
0.0,4,5.5,192,3,2247370,30,0.0,72.0
0.05,4,5.5,192,3,2247370,30,0.0,66.48
0.1,4,5.5,192,3,2247370,30,0.0,66.12
0.15,4,5.5,192,3,2247370,30,0.0,57.72
0.2,4,5.5,192,3,2247370,30,0.0,52.32
0.25,4,5.5,192,3,2247370,30,0.0,48.05
0.3,4,5.5,192,3,2247370,30,0.0,47.37
0.35,4,5.5,192,3,2247370,30,0.0,45.99
0.4,4,5.5,192,3,2247370,30,0.0,45.21
0.45,4,5.5,192,3,2247370,30,0.0,44.63
0.0,4,6.0,192,3,2395210,30,0.0,73.7
0.05,4,6.0,192,3,2395210,30,0.0,73.37
0.1,4,6.0,192,3,2395210,30,0.0,58.06
0.15,4,6.0,192,3,2395210,30,0.0,57.95
0.2,4,6.0,192,3,2395210,30,0.0,48.42
0.25,4,6.0,192,3,2395210,30,0.0,47.4
0.3,4,6.0,192,3,2395210,30,0.0,47.91
0.35,4,6.0,192,3,2395210,30,0.0,45.93
0.4,4,6.0,192,3,2395210,30,0.0,43.93
0.45,4,6.0,192,3,2395210,30,0.0,44.2
0.0,6,0.5,192,3,1141258,30,0.0,76.45
0.05,6,0.5,192,3,1141258,30,0.0,73.03
0.1,6,0.5,192,3,1141258,30,0.0,67.87
0.15,6,0.5,192,3,1141258,30,0.0,61.13
0.2,6,0.5,192,3,1141258,30,0.0,57.46
0.25,6,0.5,192,3,1141258,30,0.0,53.49
0.3,6,0.5,192,3,1141258,30,0.0,52.85
0.35,6,0.5,192,3,1141258,30,0.0,50.56
0.4,6,0.5,192,3,1141258,30,0.0,49.05
0.45,6,0.5,192,3,1141258,30,0.0,49.33
0.0,6,1.0,192,3,1363018,30,0.0,78.07
0.05,6,1.0,192,3,1363018,30,0.0,74.49
0.1,6,1.0,192,3,1363018,30,0.0,68.0
0.15,6,1.0,192,3,1363018,30,0.0,61.68
0.2,6,1.0,192,3,1363018,30,0.0,57.96
0.25,6,1.0,192,3,1363018,30,0.0,56.51
0.3,6,1.0,192,3,1363018,30,0.0,52.11
0.35,6,1.0,192,3,1363018,30,0.0,50.41
0.4,6,1.0,192,3,1363018,30,0.0,49.31
0.45,6,1.0,192,3,1363018,30,0.0,49.48
0.0,6,1.5,192,3,1584778,30,0.0,79.15
0.05,6,1.5,192,3,1584778,30,0.0,73.93
0.1,6,1.5,192,3,1584778,30,0.0,66.4
0.15,6,1.5,192,3,1584778,30,0.0,60.31
0.2,6,1.5,192,3,1584778,30,0.0,56.29
0.25,6,1.5,192,3,1584778,30,0.0,52.57
0.3,6,1.5,192,3,1584778,30,0.0,52.06
0.35,6,1.5,192,3,1584778,30,0.0,52.94
0.4,6,1.5,192,3,1584778,30,0.0,50.62
0.45,6,1.5,192,3,1584778,30,0.0,48.88
0.0,6,2.0,192,3,1806538,30,0.0,77.25
0.05,6,2.0,192,3,1806538,30,0.0,75.13
0.1,6,2.0,192,3,1806538,30,0.0,67.32
0.15,6,2.0,192,3,1806538,30,0.0,59.4
0.2,6,2.0,192,3,1806538,30,0.0,56.42
0.25,6,2.0,192,3,1806538,30,0.0,54.08
0.3,6,2.0,192,3,1806538,30,0.0,51.07
0.35,6,2.0,192,3,1806538,30,0.0,50.03
0.4,6,2.0,192,3,1806538,30,0.0,48.08
0.45,6,2.0,192,3,1806538,30,0.0,46.55
0.0,6,2.5,192,3,2028298,30,0.0,79.03
0.05,6,2.5,192,3,2028298,30,0.0,74.32
0.1,6,2.5,192,3,2028298,30,0.0,66.75
0.15,6,2.5,192,3,2028298,30,0.0,59.35
0.2,6,2.5,192,3,2028298,30,0.0,57.09
0.25,6,2.5,192,3,2028298,30,0.0,51.31
0.3,6,2.5,192,3,2028298,30,0.0,52.32
0.35,6,2.5,192,3,2028298,30,0.0,49.95
0.4,6,2.5,192,3,2028298,30,0.0,48.26
0.45,6,2.5,192,3,2028298,30,0.0,48.58
0.0,6,3.0,192,3,2250058,30,0.0,78.0
0.05,6,3.0,192,3,2250058,30,0.0,74.11
0.1,6,3.0,192,3,2250058,30,0.0,68.2
0.15,6,3.0,192,3,2250058,30,0.0,57.86
0.2,6,3.0,192,3,2250058,30,0.0,54.03
0.25,6,3.0,192,3,2250058,30,0.0,51.52
0.3,6,3.0,192,3,2250058,30,0.0,48.82
0.35,6,3.0,192,3,2250058,30,0.0,52.09
0.4,6,3.0,192,3,2250058,30,0.0,46.12
0.45,6,3.0,192,3,2250058,30,0.0,44.88
0.0,6,3.5,192,3,2471818,30,0.0,78.9
0.05,6,3.5,192,3,2471818,30,0.0,74.61
0.1,6,3.5,192,3,2471818,30,0.0,66.24
0.15,6,3.5,192,3,2471818,30,0.0,57.8
0.2,6,3.5,192,3,2471818,30,0.0,55.19
0.25,6,3.5,192,3,2471818,30,0.0,51.11
0.3,6,3.5,192,3,2471818,30,0.0,50.44
0.35,6,3.5,192,3,2471818,30,0.0,47.23
0.4,6,3.5,192,3,2471818,30,0.0,46.68
0.45,6,3.5,192,3,2471818,30,0.0,46.8
0.0,6,4.0,192,3,2693578,30,0.0,76.07
0.05,6,4.0,192,3,2693578,30,0.0,75.47
0.1,6,4.0,192,3,2693578,30,0.0,65.2
0.15,6,4.0,192,3,2693578,30,0.0,60.58
0.2,6,4.0,192,3,2693578,30,0.0,56.42
0.25,6,4.0,192,3,2693578,30,0.0,50.61
0.3,6,4.0,192,3,2693578,30,0.0,49.07
0.35,6,4.0,192,3,2693578,30,0.0,45.28
0.4,6,4.0,192,3,2693578,30,0.0,46.91
0.45,6,4.0,192,3,2693578,30,0.0,45.62
0.0,6,4.5,192,3,2915338,30,0.0,71.51
0.05,6,4.5,192,3,2915338,30,0.0,74.56
0.1,6,4.5,192,3,2915338,30,0.0,58.02
0.15,6,4.5,192,3,2915338,30,0.0,59.03
0.2,6,4.5,192,3,2915338,30,0.0,52.95
0.25,6,4.5,192,3,2915338,30,0.0,48.14
0.3,6,4.5,192,3,2915338,30,0.0,49.22
0.35,6,4.5,192,3,2915338,30,0.0,50.04
0.4,6,4.5,192,3,2915338,30,0.0,45.13
0.45,6,4.5,192,3,2915338,30,0.0,45.74
0.0,6,5.0,192,3,3137098,30,0.0,71.51
0.05,6,5.0,192,3,3137098,30,0.0,74.12
0.1,6,5.0,192,3,3137098,30,0.0,63.05
0.15,6,5.0,192,3,3137098,30,0.0,58.57
0.2,6,5.0,192,3,3137098,30,0.0,55.29
0.25,6,5.0,192,3,3137098,30,0.0,51.66
0.3,6,5.0,192,3,3137098,30,0.0,53.02
0.35,6,5.0,192,3,3137098,30,0.0,46.84
0.4,6,5.0,192,3,3137098,30,0.0,46.22
0.45,6,5.0,192,3,3137098,30,0.0,45.31
0.0,6,5.5,192,3,3358858,30,0.0,76.49
0.05,6,5.5,192,3,3358858,30,0.0,74.83
0.1,6,5.5,192,3,3358858,30,0.0,60.17
0.15,6,5.5,192,3,3358858,30,0.0,53.36
0.2,6,5.5,192,3,3358858,30,0.0,51.33
0.25,6,5.5,192,3,3358858,30,0.0,47.89
0.3,6,5.5,192,3,3358858,30,0.0,49.74
0.35,6,5.5,192,3,3358858,30,0.0,45.8
0.4,6,5.5,192,3,3358858,30,0.0,45.14
0.45,6,5.5,192,3,3358858,30,0.0,46.77
0.0,6,6.0,192,3,3580618,30,0.0,68.73
0.05,6,6.0,192,3,3580618,30,0.0,69.1
0.1,6,6.0,192,3,3580618,30,0.0,66.0
0.15,6,6.0,192,3,3580618,30,0.0,55.51
0.2,6,6.0,192,3,3580618,30,0.0,48.1
0.25,6,6.0,192,3,3580618,30,0.0,50.0
0.3,6,6.0,192,3,3580618,30,0.0,45.74
0.35,6,6.0,192,3,3580618,30,0.0,45.73
0.4,6,6.0,192,3,3580618,30,0.0,46.79
0.45,6,6.0,192,3,3580618,30,0.0,44.38
0.0,8,0.5,192,3,1513546,30,0.0,74.32
0.05,8,0.5,192,3,1513546,30,0.0,74.11
0.1,8,0.5,192,3,1513546,30,0.0,68.8
0.15,8,0.5,192,3,1513546,30,0.0,62.36
0.2,8,0.5,192,3,1513546,30,0.0,59.0
0.25,8,0.5,192,3,1513546,30,0.0,55.89
0.3,8,0.5,192,3,1513546,30,0.0,52.38
0.35,8,0.5,192,3,1513546,30,0.0,51.27
0.4,8,0.5,192,3,1513546,30,0.0,52.11
0.45,8,0.5,192,3,1513546,30,0.0,49.39
0.0,8,1.0,192,3,1809226,30,0.0,79.22
0.05,8,1.0,192,3,1809226,30,0.0,74.67
0.1,8,1.0,192,3,1809226,30,0.0,66.37
0.15,8,1.0,192,3,1809226,30,0.0,62.08
0.2,8,1.0,192,3,1809226,30,0.0,57.9
0.25,8,1.0,192,3,1809226,30,0.0,55.03
0.3,8,1.0,192,3,1809226,30,0.0,53.38
0.35,8,1.0,192,3,1809226,30,0.0,49.84
0.4,8,1.0,192,3,1809226,30,0.0,50.37
0.45,8,1.0,192,3,1809226,30,0.0,48.22
0.0,8,1.5,192,3,2104906,30,0.0,78.31
0.05,8,1.5,192,3,2104906,30,0.0,75.52
0.1,8,1.5,192,3,2104906,30,0.0,67.71
0.15,8,1.5,192,3,2104906,30,0.0,61.97
0.2,8,1.5,192,3,2104906,30,0.0,57.45
0.25,8,1.5,192,3,2104906,30,0.0,56.75
0.3,8,1.5,192,3,2104906,30,0.0,52.27
0.35,8,1.5,192,3,2104906,30,0.0,52.66
0.4,8,1.5,192,3,2104906,30,0.0,50.47
0.45,8,1.5,192,3,2104906,30,0.0,49.02
0.0,8,2.0,192,3,2400586,30,0.0,79.27
0.05,8,2.0,192,3,2400586,30,0.0,74.3
0.1,8,2.0,192,3,2400586,30,0.0,68.15
0.15,8,2.0,192,3,2400586,30,0.0,60.9
0.2,8,2.0,192,3,2400586,30,0.0,57.26
0.25,8,2.0,192,3,2400586,30,0.0,53.69
0.3,8,2.0,192,3,2400586,30,0.0,53.62
0.35,8,2.0,192,3,2400586,30,0.0,53.7
0.4,8,2.0,192,3,2400586,30,0.0,46.44
0.45,8,2.0,192,3,2400586,30,0.0,47.15
0.0,8,2.5,192,3,2696266,30,0.0,78.44
0.05,8,2.5,192,3,2696266,30,0.0,75.37
0.1,8,2.5,192,3,2696266,30,0.0,67.78
0.15,8,2.5,192,3,2696266,30,0.0,59.41
0.2,8,2.5,192,3,2696266,30,0.0,56.62
0.25,8,2.5,192,3,2696266,30,0.0,55.11
0.3,8,2.5,192,3,2696266,30,0.0,53.72
0.35,8,2.5,192,3,2696266,30,0.0,48.52
0.4,8,2.5,192,3,2696266,30,0.0,50.56
0.0,8,3.0,192,3,2991946,30,0.0,79.43
0.05,8,3.0,192,3,2991946,30,0.0,74.32
0.1,8,3.0,192,3,2991946,30,0.0,66.67
0.15,8,3.0,192,3,2991946,30,0.0,59.19
0.2,8,3.0,192,3,2991946,30,0.0,50.91
0.25,8,3.0,192,3,2991946,30,0.0,54.3
0.3,8,3.0,192,3,2991946,30,0.0,48.29
0.35,8,3.0,192,3,2991946,30,0.0,50.49
0.4,8,3.0,192,3,2991946,30,0.0,47.82
0.0,8,3.5,192,3,3287626,30,0.0,78.59
0.05,8,3.5,192,3,3287626,30,0.0,74.89
0.1,8,3.5,192,3,3287626,30,0.0,64.37
0.15,8,3.5,192,3,3287626,30,0.0,57.73
0.2,8,3.5,192,3,3287626,30,0.0,52.08
0.25,8,3.5,192,3,3287626,30,0.0,48.5
0.3,8,3.5,192,3,3287626,30,0.0,51.24
0.35,8,3.5,192,3,3287626,30,0.0,48.49
0.4,8,3.5,192,3,3287626,30,0.0,49.36
0.0,8,4.0,192,3,3583306,30,0.0,73.61
0.05,8,4.0,192,3,3583306,30,0.0,72.69
0.1,8,4.0,192,3,3583306,30,0.0,66.37
0.15,8,4.0,192,3,3583306,30,0.0,60.34
0.2,8,4.0,192,3,3583306,30,0.0,52.09
0.25,8,4.0,192,3,3583306,30,0.0,50.36
0.3,8,4.0,192,3,3583306,30,0.0,48.59
0.35,8,4.0,192,3,3583306,30,0.0,47.14
0.4,8,4.0,192,3,3583306,30,0.0,48.34
0.0,8,4.5,192,3,3878986,30,0.0,78.6
0.05,8,4.5,192,3,3878986,30,0.0,68.51
0.1,8,4.5,192,3,3878986,30,0.0,64.17
0.15,8,4.5,192,3,3878986,30,0.0,57.3
0.2,8,4.5,192,3,3878986,30,0.0,54.14
0.25,8,4.5,192,3,3878986,30,0.0,51.98
0.3,8,4.5,192,3,3878986,30,0.0,47.95
0.35,8,4.5,192,3,3878986,30,0.0,47.37
0.4,8,4.5,192,3,3878986,30,0.0,45.75
0.0,8,5.0,192,3,4174666,30,0.0,75.88
0.05,8,5.0,192,3,4174666,30,0.0,69.91
0.1,8,5.0,192,3,4174666,30,0.0,57.22
0.15,8,5.0,192,3,4174666,30,0.0,57.3
0.2,8,5.0,192,3,4174666,30,0.0,49.72
0.25,8,5.0,192,3,4174666,30,0.0,50.61
0.3,8,5.0,192,3,4174666,30,0.0,49.44
0.35,8,5.0,192,3,4174666,30,0.0,45.8
0.4,8,5.0,192,3,4174666,30,0.0,42.98
0.0,8,5.5,192,3,4470346,30,0.0,78.51
0.05,8,5.5,192,3,4470346,30,0.0,60.77
0.1,8,5.5,192,3,4470346,30,0.0,55.56
0.15,8,5.5,192,3,4470346,30,0.0,58.25
0.2,8,5.5,192,3,4470346,30,0.0,50.58
0.25,8,5.5,192,3,4470346,30,0.0,50.23
0.3,8,5.5,192,3,4470346,30,0.0,47.47
0.35,8,5.5,192,3,4470346,30,0.0,47.12
0.4,8,5.5,192,3,4470346,30,0.0,46.2
0.0,8,6.0,192,3,4766026,30,0.0,67.48
0.05,8,6.0,192,3,4766026,30,0.0,71.22
0.1,8,6.0,192,3,4766026,30,0.0,66.53
0.15,8,6.0,192,3,4766026,30,0.0,55.62
0.2,8,6.0,192,3,4766026,30,0.0,49.93
0.25,8,6.0,192,3,4766026,30,0.0,48.2
0.3,8,6.0,192,3,4766026,30,0.0,49.68
0.35,8,6.0,192,3,4766026,30,0.0,46.73
0.4,8,6.0,192,3,4766026,30,0.0,43.41
